#    L    TT             EE             BB             TE          
   395   0.168095E+04   0.206770E+02   0.656405E-05   0.196484E+01
   396   0.167652E+04   0.206592E+02   0.656879E-05   0.106739E+00
   397   0.167238E+04   0.206377E+02   0.657262E-05  -0.174247E+01
   398   0.166876E+04   0.206118E+02   0.657547E-05  -0.358141E+01
   399   0.166549E+04   0.205823E+02   0.657726E-05  -0.540921E+01
   400   0.166259E+04   0.205491E+02   0.657792E-05  -0.722494E+01
   401   0.166013E+04   0.205115E+02   0.657739E-05  -0.902800E+01
   402   0.165810E+04   0.204695E+02   0.657568E-05  -0.108175E+02
   403   0.165644E+04   0.204247E+02   0.657280E-05  -0.125929E+02
   404   0.165513E+04   0.203754E+02   0.656877E-05  -0.143527E+02
   405   0.165426E+04   0.203219E+02   0.656363E-05  -0.160978E+02
   406   0.165368E+04   0.202654E+02   0.655737E-05  -0.178260E+02
   407   0.165353E+04   0.202047E+02   0.655003E-05  -0.195388E+02
   408   0.165374E+04   0.201403E+02   0.654162E-05  -0.212318E+02
   409   0.165438E+04   0.200731E+02   0.653216E-05  -0.229073E+02
   410   0.165530E+04   0.200009E+02   0.652168E-05  -0.245646E+02
   411   0.165666E+04   0.199258E+02   0.651019E-05  -0.262015E+02
   412   0.165830E+04   0.198472E+02   0.649770E-05  -0.278188E+02
   413   0.166030E+04   0.197650E+02   0.648425E-05  -0.294151E+02
   414   0.166258E+04   0.196793E+02   0.646985E-05  -0.309905E+02
   415   0.166528E+04   0.195909E+02   0.645452E-05  -0.325427E+02
   416   0.166827E+04   0.194981E+02   0.643828E-05  -0.340733E+02
   417   0.167154E+04   0.194026E+02   0.642115E-05  -0.355816E+02
   418   0.167517E+04   0.193021E+02   0.640314E-05  -0.370647E+02
   419   0.167915E+04   0.191996E+02   0.638428E-05  -0.385233E+02
   420   0.168341E+04   0.190944E+02   0.636459E-05  -0.399576E+02
   421   0.168802E+04   0.189857E+02   0.634409E-05  -0.413660E+02
   422   0.169291E+04   0.188735E+02   0.632280E-05  -0.427495E+02
   423   0.169800E+04   0.187578E+02   0.630073E-05  -0.441057E+02
   424   0.170337E+04   0.186395E+02   0.627790E-05  -0.454355E+02
   425   0.170909E+04   0.185177E+02   0.625434E-05  -0.467368E+02
   426   0.171509E+04   0.183939E+02   0.623007E-05  -0.480102E+02
   427   0.172129E+04   0.182668E+02   0.620510E-05  -0.492567E+02
   428   0.172777E+04   0.181369E+02   0.617945E-05  -0.504724E+02
   429   0.173445E+04   0.180044E+02   0.615315E-05  -0.516591E+02
   430   0.174147E+04   0.178700E+02   0.612621E-05  -0.528167E+02
   431   0.174870E+04   0.177322E+02   0.609865E-05  -0.539438E+02
   432   0.175605E+04   0.175918E+02   0.607050E-05  -0.550412E+02
   433   0.176375E+04   0.174502E+02   0.604176E-05  -0.561059E+02
   434   0.177157E+04   0.173052E+02   0.601247E-05  -0.571410E+02
   435   0.177959E+04   0.171591E+02   0.598264E-05  -0.581443E+02
   436   0.178789E+04   0.170105E+02   0.595228E-05  -0.591159E+02
   437   0.179638E+04   0.168592E+02   0.592143E-05  -0.600543E+02
   438   0.180499E+04   0.167060E+02   0.589010E-05  -0.609595E+02
   439   0.181387E+04   0.165518E+02   0.585830E-05  -0.618332E+02
   440   0.182288E+04   0.163950E+02   0.582607E-05  -0.626724E+02
   441   0.183208E+04   0.162364E+02   0.579341E-05  -0.634793E+02
   442   0.184132E+04   0.160760E+02   0.576035E-05  -0.642518E+02
   443   0.185084E+04   0.159145E+02   0.572691E-05  -0.649907E+02
   444   0.186048E+04   0.157520E+02   0.569310E-05  -0.656946E+02
   445   0.187023E+04   0.155861E+02   0.565895E-05  -0.663641E+02
   446   0.188003E+04   0.154208E+02   0.562447E-05  -0.669980E+02
   447   0.189002E+04   0.152544E+02   0.558969E-05  -0.675985E+02
   448   0.190006E+04   0.150855E+02   0.555462E-05  -0.681641E+02
   449   0.191028E+04   0.149164E+02   0.551929E-05  -0.686934E+02
   450   0.192063E+04   0.147470E+02   0.548371E-05  -0.691887E+02
   451   0.193101E+04   0.145758E+02   0.544791E-05  -0.696479E+02
   452   0.194144E+04   0.144044E+02   0.541190E-05  -0.700731E+02
   453   0.195206E+04   0.142328E+02   0.537572E-05  -0.704624E+02
   454   0.196265E+04   0.140601E+02   0.533937E-05  -0.708172E+02
   455   0.197328E+04   0.138872E+02   0.530289E-05  -0.711376E+02
   456   0.198411E+04   0.137134E+02   0.526631E-05  -0.714170E+02
   457   0.199483E+04   0.135400E+02   0.522963E-05  -0.716697E+02
   458   0.200567E+04   0.133663E+02   0.519289E-05  -0.718771E+02
   459   0.201655E+04   0.131932E+02   0.515611E-05  -0.720549E+02
   460   0.202747E+04   0.130190E+02   0.511931E-05  -0.721973E+02
   461   0.203837E+04   0.128454E+02   0.508252E-05  -0.723050E+02
   462   0.204931E+04   0.126715E+02   0.504576E-05  -0.723723E+02
   463   0.206023E+04   0.124988E+02   0.500905E-05  -0.724177E+02
   464   0.207111E+04   0.123266E+02   0.497242E-05  -0.724117E+02
   465   0.208197E+04   0.121549E+02   0.493589E-05  -0.723841E+02
   466   0.209287E+04   0.119830E+02   0.489947E-05  -0.723126E+02
   467   0.210382E+04   0.118122E+02   0.486321E-05  -0.722121E+02
   468   0.211467E+04   0.116427E+02   0.482711E-05  -0.720754E+02
   469   0.212549E+04   0.114730E+02   0.479120E-05  -0.719100E+02
   470   0.213635E+04   0.113052E+02   0.475551E-05  -0.717084E+02
   471   0.214697E+04   0.111394E+02   0.472006E-05  -0.714708E+02
   472   0.215771E+04   0.109741E+02   0.468487E-05  -0.712047E+02
   473   0.216835E+04   0.108100E+02   0.464997E-05  -0.709028E+02
   474   0.217896E+04   0.106479E+02   0.461537E-05  -0.705725E+02
   475   0.218955E+04   0.104862E+02   0.458111E-05  -0.702065E+02
   476   0.219996E+04   0.103273E+02   0.454720E-05  -0.698072E+02
   477   0.221027E+04   0.101696E+02   0.451367E-05  -0.693842E+02
   478   0.222056E+04   0.100131E+02   0.448054E-05  -0.689191E+02
   479   0.223075E+04   0.985937E+01   0.444784E-05  -0.684365E+02
   480   0.224084E+04   0.970758E+01   0.441558E-05  -0.679171E+02
   481   0.225083E+04   0.955776E+01   0.438380E-05  -0.673647E+02
   482   0.226079E+04   0.941064E+01   0.435251E-05  -0.667854E+02
   483   0.227051E+04   0.926550E+01   0.432174E-05  -0.661815E+02
   484   0.228006E+04   0.912306E+01   0.429151E-05  -0.655470E+02
   485   0.228966E+04   0.898259E+01   0.426184E-05  -0.648837E+02
   486   0.229909E+04   0.884557E+01   0.423276E-05  -0.641938E+02
   487   0.230834E+04   0.871126E+01   0.420429E-05  -0.634773E+02
   488   0.231743E+04   0.857891E+01   0.417646E-05  -0.627337E+02
   489   0.232642E+04   0.845002E+01   0.414928E-05  -0.619644E+02
   490   0.233531E+04   0.832457E+01   0.412279E-05  -0.611689E+02
   491   0.234388E+04   0.820183E+01   0.409700E-05  -0.603501E+02
   492   0.235243E+04   0.808254E+01   0.407193E-05  -0.595075E+02
   493   0.236082E+04   0.796522E+01   0.404762E-05  -0.586395E+02
   494   0.236903E+04   0.785282E+01   0.402408E-05  -0.577501E+02
   495   0.237700E+04   0.774314E+01   0.400134E-05  -0.568378E+02
   496   0.238480E+04   0.763764E+01   0.397941E-05  -0.559042E+02
   497   0.239243E+04   0.753559E+01   0.395834E-05  -0.549486E+02
   498   0.239989E+04   0.743625E+01   0.393812E-05  -0.539740E+02
   499   0.240726E+04   0.734183E+01   0.391880E-05  -0.529777E+02
   500   0.241439E+04   0.725012E+01   0.390040E-05  -0.519640E+02
   501   0.242120E+04   0.716334E+01   0.388292E-05  -0.509317E+02
   502   0.242799E+04   0.708074E+01   0.386635E-05  -0.498807E+02
   503   0.243446E+04   0.700155E+01   0.385067E-05  -0.488133E+02
   504   0.244070E+04   0.692651E+01   0.383585E-05  -0.477280E+02
   505   0.244692E+04   0.685636E+01   0.382187E-05  -0.466286E+02
   506   0.245275E+04   0.679047E+01   0.380870E-05  -0.455127E+02
   507   0.245850E+04   0.672854E+01   0.379632E-05  -0.443828E+02
   508   0.246393E+04   0.667161E+01   0.378471E-05  -0.432380E+02
   509   0.246920E+04   0.661868E+01   0.377383E-05  -0.420813E+02
   510   0.247416E+04   0.657042E+01   0.376367E-05  -0.409120E+02
   511   0.247903E+04   0.652651E+01   0.375419E-05  -0.397302E+02
   512   0.248360E+04   0.648739E+01   0.374538E-05  -0.385373E+02
   513   0.248800E+04   0.645282E+01   0.373721E-05  -0.373348E+02
   514   0.249217E+04   0.642308E+01   0.372965E-05  -0.361227E+02
   515   0.249611E+04   0.639809E+01   0.372268E-05  -0.349012E+02
   516   0.249982E+04   0.637791E+01   0.371628E-05  -0.336716E+02
   517   0.250322E+04   0.636268E+01   0.371041E-05  -0.324347E+02
   518   0.250647E+04   0.635223E+01   0.370506E-05  -0.311913E+02
   519   0.250956E+04   0.634677E+01   0.370021E-05  -0.299406E+02
   520   0.251235E+04   0.634622E+01   0.369582E-05  -0.286857E+02
   521   0.251483E+04   0.635063E+01   0.369186E-05  -0.274265E+02
   522   0.251709E+04   0.636022E+01   0.368833E-05  -0.261632E+02
   523   0.251919E+04   0.637482E+01   0.368519E-05  -0.248971E+02
   524   0.252107E+04   0.639442E+01   0.368241E-05  -0.236290E+02
   525   0.252257E+04   0.641916E+01   0.367997E-05  -0.223583E+02
   526   0.252393E+04   0.644903E+01   0.367785E-05  -0.210871E+02
   527   0.252520E+04   0.648400E+01   0.367603E-05  -0.198162E+02
   528   0.252611E+04   0.652407E+01   0.367447E-05  -0.185471E+02
   529   0.252679E+04   0.656953E+01   0.367315E-05  -0.172784E+02
   530   0.252718E+04   0.662012E+01   0.367205E-05  -0.160137E+02
   531   0.252756E+04   0.667578E+01   0.367115E-05  -0.147502E+02
   532   0.252751E+04   0.673678E+01   0.367041E-05  -0.134916E+02
   533   0.252723E+04   0.680296E+01   0.366982E-05  -0.122378E+02
   534   0.252674E+04   0.687437E+01   0.366934E-05  -0.109896E+02
   535   0.252602E+04   0.695110E+01   0.366896E-05  -0.974780E+01
   536   0.252509E+04   0.703296E+01   0.366865E-05  -0.851242E+01
   537   0.252401E+04   0.712002E+01   0.366838E-05  -0.728495E+01
   538   0.252257E+04   0.721243E+01   0.366813E-05  -0.606614E+01
   539   0.252099E+04   0.730986E+01   0.366788E-05  -0.485675E+01
   540   0.251919E+04   0.741275E+01   0.366759E-05  -0.365754E+01
   541   0.251710E+04   0.752064E+01   0.366725E-05  -0.246854E+01
   542   0.251487E+04   0.763374E+01   0.366683E-05  -0.129198E+01
   543   0.251236E+04   0.775211E+01   0.366631E-05  -0.127429E+00
   544   0.250971E+04   0.787560E+01   0.366566E-05   0.102412E+01
   545   0.250677E+04   0.800418E+01   0.366485E-05   0.216206E+01
   546   0.250369E+04   0.813762E+01   0.366386E-05   0.328534E+01
   547   0.250033E+04   0.827613E+01   0.366267E-05   0.439365E+01
   548   0.249683E+04   0.841970E+01   0.366125E-05   0.548592E+01
   549   0.249313E+04   0.856832E+01   0.365958E-05   0.656144E+01
   550   0.248921E+04   0.872197E+01   0.365763E-05   0.761962E+01
   551   0.248517E+04   0.888063E+01   0.365539E-05   0.865985E+01
   552   0.248084E+04   0.904430E+01   0.365284E-05   0.968111E+01
   553   0.247637E+04   0.921148E+01   0.364999E-05   0.106833E+02
   554   0.247170E+04   0.938512E+01   0.364684E-05   0.116656E+02
   555   0.246683E+04   0.956298E+01   0.364340E-05   0.126273E+02
   556   0.246175E+04   0.974579E+01   0.363966E-05   0.135684E+02
   557   0.245654E+04   0.993280E+01   0.363564E-05   0.144872E+02
   558   0.245112E+04   0.101255E+02   0.363132E-05   0.153843E+02
   559   0.244550E+04   0.103216E+02   0.362671E-05   0.162591E+02
   560   0.243982E+04   0.105218E+02   0.362182E-05   0.171102E+02
   561   0.243379E+04   0.107269E+02   0.361664E-05   0.179376E+02
   562   0.242778E+04   0.109369E+02   0.361117E-05   0.187408E+02
   563   0.242156E+04   0.111503E+02   0.360543E-05   0.195212E+02
   564   0.241522E+04   0.113693E+02   0.359940E-05   0.202738E+02
   565   0.240868E+04   0.115908E+02   0.359310E-05   0.210024E+02
   566   0.240201E+04   0.118172E+02   0.358652E-05   0.217040E+02
   567   0.239521E+04   0.120469E+02   0.357967E-05   0.223796E+02
   568   0.238828E+04   0.122814E+02   0.357254E-05   0.230276E+02
   569   0.238116E+04   0.125199E+02   0.356514E-05   0.236505E+02
   570   0.237398E+04   0.127616E+02   0.355747E-05   0.242431E+02
   571   0.236660E+04   0.130074E+02   0.354954E-05   0.248077E+02
   572   0.235910E+04   0.132564E+02   0.354134E-05   0.253443E+02
   573   0.235155E+04   0.135087E+02   0.353287E-05   0.258510E+02
   574   0.234387E+04   0.137649E+02   0.352414E-05   0.263291E+02
   575   0.233607E+04   0.140236E+02   0.351516E-05   0.267767E+02
   576   0.232822E+04   0.142863E+02   0.350591E-05   0.271952E+02
   577   0.232017E+04   0.145521E+02   0.349640E-05   0.275832E+02
   578   0.231208E+04   0.148203E+02   0.348665E-05   0.279401E+02
   579   0.230393E+04   0.150924E+02   0.347663E-05   0.282668E+02
   580   0.229574E+04   0.153669E+02   0.346637E-05   0.285610E+02
   581   0.228728E+04   0.156438E+02   0.345585E-05   0.288251E+02
   582   0.227884E+04   0.159238E+02   0.344509E-05   0.290569E+02
   583   0.227036E+04   0.162062E+02   0.343408E-05   0.292559E+02
   584   0.226184E+04   0.164909E+02   0.342283E-05   0.294235E+02
   585   0.225327E+04   0.167780E+02   0.341133E-05   0.295583E+02
   586   0.224457E+04   0.170666E+02   0.339959E-05   0.296605E+02
   587   0.223591E+04   0.173582E+02   0.338761E-05   0.297301E+02
   588   0.222713E+04   0.176514E+02   0.337540E-05   0.297657E+02
   589   0.221831E+04   0.179469E+02   0.336294E-05   0.297689E+02
   590   0.220944E+04   0.182432E+02   0.335026E-05   0.297391E+02
   591   0.220060E+04   0.185424E+02   0.333734E-05   0.296755E+02
   592   0.219172E+04   0.188416E+02   0.332419E-05   0.295775E+02
   593   0.218280E+04   0.191438E+02   0.331081E-05   0.294475E+02
   594   0.217376E+04   0.194468E+02   0.329721E-05   0.292825E+02
   595   0.216476E+04   0.197496E+02   0.328338E-05   0.290849E+02
   596   0.215586E+04   0.200554E+02   0.326932E-05   0.288524E+02
   597   0.214692E+04   0.203597E+02   0.325505E-05   0.285868E+02
   598   0.213816E+04   0.206661E+02   0.324055E-05   0.282873E+02
   599   0.212929E+04   0.209732E+02   0.322584E-05   0.279547E+02
   600   0.212038E+04   0.212809E+02   0.321091E-05   0.275877E+02
   601   0.211151E+04   0.215892E+02   0.319576E-05   0.271870E+02
   602   0.210267E+04   0.218967E+02   0.318042E-05   0.267521E+02
   603   0.209379E+04   0.222055E+02   0.316488E-05   0.262853E+02
   604   0.208509E+04   0.225135E+02   0.314916E-05   0.257845E+02
   605   0.207635E+04   0.228214E+02   0.313328E-05   0.252504E+02
   606   0.206772E+04   0.231292E+02   0.311725E-05   0.246833E+02
   607   0.205890E+04   0.234369E+02   0.310107E-05   0.240832E+02
   608   0.205033E+04   0.237445E+02   0.308476E-05   0.234502E+02
   609   0.204187E+04   0.240505E+02   0.306834E-05   0.227845E+02
   610   0.203337E+04   0.243556E+02   0.305181E-05   0.220861E+02
   611   0.202497E+04   0.246607E+02   0.303518E-05   0.213560E+02
   612   0.201668E+04   0.249657E+02   0.301848E-05   0.205949E+02
   613   0.200835E+04   0.252669E+02   0.300171E-05   0.198007E+02
   614   0.200019E+04   0.255688E+02   0.298488E-05   0.189751E+02
   615   0.199206E+04   0.258684E+02   0.296801E-05   0.181189E+02
   616   0.198404E+04   0.261679E+02   0.295110E-05   0.172321E+02
   617   0.197619E+04   0.264658E+02   0.293417E-05   0.163150E+02
   618   0.196838E+04   0.267622E+02   0.291724E-05   0.153668E+02
   619   0.196059E+04   0.270577E+02   0.290031E-05   0.143907E+02
   620   0.195305E+04   0.273495E+02   0.288340E-05   0.133845E+02
   621   0.194546E+04   0.276405E+02   0.286651E-05   0.123491E+02
   622   0.193805E+04   0.279293E+02   0.284967E-05   0.112845E+02
   623   0.193082E+04   0.282150E+02   0.283288E-05   0.101932E+02
   624   0.192361E+04   0.284984E+02   0.281616E-05   0.907378E+01
   625   0.191650E+04   0.287795E+02   0.279951E-05   0.792628E+01
   626   0.190957E+04   0.290584E+02   0.278295E-05   0.675234E+01
   627   0.190281E+04   0.293342E+02   0.276649E-05   0.555206E+01
   628   0.189614E+04   0.296071E+02   0.275015E-05   0.432554E+01
   629   0.188965E+04   0.298769E+02   0.273393E-05   0.307366E+01
   630   0.188319E+04   0.301438E+02   0.271785E-05   0.179575E+01
   631   0.187690E+04   0.304076E+02   0.270193E-05   0.494919E+00
   632   0.187085E+04   0.306677E+02   0.268616E-05  -0.830967E+00
   633   0.186482E+04   0.309256E+02   0.267057E-05  -0.217957E+01
   634   0.185904E+04   0.311782E+02   0.265517E-05  -0.355077E+01
   635   0.185343E+04   0.314286E+02   0.263996E-05  -0.494411E+01
   636   0.184785E+04   0.316760E+02   0.262497E-05  -0.635879E+01
   637   0.184250E+04   0.319175E+02   0.261020E-05  -0.779530E+01
   638   0.183733E+04   0.321567E+02   0.259566E-05  -0.925139E+01
   639   0.183232E+04   0.323907E+02   0.258137E-05  -0.107279E+02
   640   0.182748E+04   0.326217E+02   0.256735E-05  -0.122231E+02
   641   0.182281E+04   0.328483E+02   0.255359E-05  -0.137370E+02
   642   0.181824E+04   0.330697E+02   0.254012E-05  -0.152687E+02
   643   0.181390E+04   0.332881E+02   0.252695E-05  -0.168175E+02
   644   0.180981E+04   0.334999E+02   0.251408E-05  -0.183827E+02
   645   0.180581E+04   0.337080E+02   0.250153E-05  -0.199639E+02
   646   0.180198E+04   0.339116E+02   0.248932E-05  -0.215603E+02
   647   0.179846E+04   0.341100E+02   0.247746E-05  -0.231717E+02
   648   0.179495E+04   0.343040E+02   0.246595E-05  -0.247959E+02
   649   0.179176E+04   0.344921E+02   0.245481E-05  -0.264337E+02
   650   0.178874E+04   0.346750E+02   0.244405E-05  -0.280835E+02
   651   0.178588E+04   0.348542E+02   0.243368E-05  -0.297451E+02
   652   0.178318E+04   0.350276E+02   0.242369E-05  -0.314178E+02
   653   0.178079E+04   0.351943E+02   0.241409E-05  -0.331001E+02
   654   0.177849E+04   0.353567E+02   0.240484E-05  -0.347913E+02
   655   0.177636E+04   0.355139E+02   0.239596E-05  -0.364919E+02
   656   0.177453E+04   0.356654E+02   0.238742E-05  -0.382007E+02
   657   0.177286E+04   0.358111E+02   0.237923E-05  -0.399160E+02
   658   0.177128E+04   0.359518E+02   0.237136E-05  -0.416385E+02
   659   0.177007E+04   0.360867E+02   0.236381E-05  -0.433669E+02
   660   0.176903E+04   0.362151E+02   0.235658E-05  -0.451002E+02
   661   0.176814E+04   0.363378E+02   0.234964E-05  -0.468371E+02
   662   0.176748E+04   0.364556E+02   0.234300E-05  -0.485790E+02
   663   0.176698E+04   0.365678E+02   0.233665E-05  -0.503244E+02
   664   0.176670E+04   0.366728E+02   0.233057E-05  -0.520710E+02
   665   0.176658E+04   0.367721E+02   0.232475E-05  -0.538196E+02
   666   0.176669E+04   0.368659E+02   0.231919E-05  -0.555687E+02
   667   0.176702E+04   0.369533E+02   0.231388E-05  -0.573183E+02
   668   0.176743E+04   0.370352E+02   0.230881E-05  -0.590675E+02
   669   0.176821E+04   0.371108E+02   0.230397E-05  -0.608150E+02
   670   0.176907E+04   0.371801E+02   0.229935E-05  -0.625591E+02
   671   0.177023E+04   0.372447E+02   0.229493E-05  -0.643014E+02
   672   0.177146E+04   0.373015E+02   0.229072E-05  -0.660404E+02
   673   0.177299E+04   0.373537E+02   0.228671E-05  -0.677739E+02
   674   0.177466E+04   0.373989E+02   0.228287E-05  -0.695025E+02
   675   0.177656E+04   0.374379E+02   0.227921E-05  -0.712254E+02
   676   0.177860E+04   0.374708E+02   0.227572E-05  -0.729406E+02
   677   0.178086E+04   0.374976E+02   0.227238E-05  -0.746486E+02
   678   0.178334E+04   0.375176E+02   0.226919E-05  -0.763488E+02
   679   0.178596E+04   0.375322E+02   0.226614E-05  -0.780396E+02
   680   0.178887E+04   0.375407E+02   0.226321E-05  -0.797210E+02
   681   0.179193E+04   0.375424E+02   0.226041E-05  -0.813907E+02
   682   0.179512E+04   0.375374E+02   0.225771E-05  -0.830503E+02
   683   0.179861E+04   0.375279E+02   0.225512E-05  -0.846990E+02
   684   0.180215E+04   0.375102E+02   0.225262E-05  -0.863345E+02
   685   0.180584E+04   0.374872E+02   0.225020E-05  -0.879569E+02
   686   0.180974E+04   0.374576E+02   0.224786E-05  -0.895571E+02
   687   0.181393E+04   0.374228E+02   0.224558E-05  -0.911463E+02
   688   0.181818E+04   0.373806E+02   0.224335E-05  -0.927224E+02
   689   0.182264E+04   0.373326E+02   0.224118E-05  -0.942778E+02
   690   0.182723E+04   0.372794E+02   0.223904E-05  -0.958199E+02
   691   0.183203E+04   0.372181E+02   0.223692E-05  -0.973413E+02
   692   0.183697E+04   0.371526E+02   0.223483E-05  -0.988420E+02
   693   0.184211E+04   0.370804E+02   0.223275E-05  -0.100329E+03
   694   0.184731E+04   0.370018E+02   0.223066E-05  -0.101789E+03
   695   0.185279E+04   0.369189E+02   0.222857E-05  -0.103227E+03
   696   0.185840E+04   0.368288E+02   0.222647E-05  -0.104660E+03
   697   0.186414E+04   0.367330E+02   0.222433E-05  -0.106057E+03
   698   0.187001E+04   0.366307E+02   0.222216E-05  -0.107433E+03
   699   0.187601E+04   0.365235E+02   0.221994E-05  -0.108781E+03
   700   0.188221E+04   0.364099E+02   0.221767E-05  -0.110108E+03
   701   0.188853E+04   0.362907E+02   0.221534E-05  -0.111414E+03
   702   0.189498E+04   0.361666E+02   0.221294E-05  -0.112685E+03
   703   0.190156E+04   0.360361E+02   0.221048E-05  -0.113950E+03
   704   0.190827E+04   0.359009E+02   0.220795E-05  -0.115172E+03
   705   0.191502E+04   0.357593E+02   0.220535E-05  -0.116366E+03
   706   0.192198E+04   0.356129E+02   0.220268E-05  -0.117540E+03
   707   0.192898E+04   0.354610E+02   0.219994E-05  -0.118686E+03
   708   0.193626E+04   0.353043E+02   0.219713E-05  -0.119790E+03
   709   0.194351E+04   0.351421E+02   0.219424E-05  -0.120882E+03
   710   0.195096E+04   0.349745E+02   0.219128E-05  -0.121939E+03
   711   0.195846E+04   0.348021E+02   0.218824E-05  -0.122961E+03
   712   0.196608E+04   0.346251E+02   0.218513E-05  -0.123964E+03
   713   0.197390E+04   0.344426E+02   0.218193E-05  -0.124925E+03
   714   0.198161E+04   0.342562E+02   0.217865E-05  -0.125859E+03
   715   0.198952E+04   0.340644E+02   0.217530E-05  -0.126766E+03
   716   0.199756E+04   0.338680E+02   0.217185E-05  -0.127639E+03
   717   0.200564E+04   0.336677E+02   0.216833E-05  -0.128471E+03
   718   0.201376E+04   0.334628E+02   0.216471E-05  -0.129284E+03
   719   0.202200E+04   0.332518E+02   0.216101E-05  -0.130049E+03
   720   0.203022E+04   0.330378E+02   0.215723E-05  -0.130795E+03
   721   0.203870E+04   0.328207E+02   0.215335E-05  -0.131492E+03
   722   0.204708E+04   0.325984E+02   0.214938E-05  -0.132156E+03
   723   0.205558E+04   0.323730E+02   0.214531E-05  -0.132794E+03
   724   0.206412E+04   0.321432E+02   0.214116E-05  -0.133400E+03
   725   0.207270E+04   0.319103E+02   0.213690E-05  -0.133964E+03
   726   0.208140E+04   0.316753E+02   0.213255E-05  -0.134489E+03
   727   0.209007E+04   0.314350E+02   0.212811E-05  -0.134988E+03
   728   0.209878E+04   0.311903E+02   0.212356E-05  -0.135447E+03
   729   0.210753E+04   0.309435E+02   0.211891E-05  -0.135873E+03
   730   0.211625E+04   0.306938E+02   0.211416E-05  -0.136260E+03
   731   0.212516E+04   0.304396E+02   0.210931E-05  -0.136607E+03
   732   0.213396E+04   0.301849E+02   0.210435E-05  -0.136914E+03
   733   0.214287E+04   0.299258E+02   0.209929E-05  -0.137196E+03
   734   0.215175E+04   0.296646E+02   0.209412E-05  -0.137424E+03
   735   0.216067E+04   0.293999E+02   0.208884E-05  -0.137635E+03
   736   0.216948E+04   0.291331E+02   0.208345E-05  -0.137792E+03
   737   0.217840E+04   0.288651E+02   0.207795E-05  -0.137925E+03
   738   0.218721E+04   0.285950E+02   0.207233E-05  -0.138004E+03
   739   0.219606E+04   0.283221E+02   0.206660E-05  -0.138052E+03
   740   0.220487E+04   0.280473E+02   0.206076E-05  -0.138068E+03
   741   0.221372E+04   0.277698E+02   0.205480E-05  -0.138045E+03
   742   0.222253E+04   0.274933E+02   0.204872E-05  -0.137977E+03
   743   0.223130E+04   0.272156E+02   0.204252E-05  -0.137877E+03
   744   0.224011E+04   0.269352E+02   0.203620E-05  -0.137732E+03
   745   0.224880E+04   0.266537E+02   0.202976E-05  -0.137564E+03
   746   0.225738E+04   0.263718E+02   0.202320E-05  -0.137335E+03
   747   0.226592E+04   0.260881E+02   0.201651E-05  -0.137083E+03
   748   0.227450E+04   0.258047E+02   0.200969E-05  -0.136793E+03
   749   0.228303E+04   0.255188E+02   0.200275E-05  -0.136473E+03
   750   0.229145E+04   0.252340E+02   0.199568E-05  -0.136108E+03
   751   0.229983E+04   0.249481E+02   0.198848E-05  -0.135705E+03
   752   0.230817E+04   0.246635E+02   0.198115E-05  -0.135257E+03
   753   0.231639E+04   0.243770E+02   0.197371E-05  -0.134780E+03
   754   0.232450E+04   0.240917E+02   0.196615E-05  -0.134258E+03
   755   0.233264E+04   0.238061E+02   0.195849E-05  -0.133706E+03
   756   0.234052E+04   0.235209E+02   0.195072E-05  -0.133118E+03
   757   0.234851E+04   0.232368E+02   0.194286E-05  -0.132485E+03
   758   0.235624E+04   0.229524E+02   0.193491E-05  -0.131816E+03
   759   0.236401E+04   0.226683E+02   0.192688E-05  -0.131117E+03
   760   0.237159E+04   0.223854E+02   0.191877E-05  -0.130383E+03
   761   0.237906E+04   0.221036E+02   0.191059E-05  -0.129612E+03
   762   0.238656E+04   0.218230E+02   0.190234E-05  -0.128804E+03
   763   0.239381E+04   0.215442E+02   0.189403E-05  -0.127961E+03
   764   0.240102E+04   0.212657E+02   0.188567E-05  -0.127090E+03
   765   0.240804E+04   0.209884E+02   0.187726E-05  -0.126175E+03
   766   0.241503E+04   0.207137E+02   0.186881E-05  -0.125232E+03
   767   0.242184E+04   0.204407E+02   0.186032E-05  -0.124254E+03
   768   0.242854E+04   0.201689E+02   0.185180E-05  -0.123232E+03
   769   0.243513E+04   0.198981E+02   0.184326E-05  -0.122191E+03
   770   0.244154E+04   0.196307E+02   0.183469E-05  -0.121114E+03
   771   0.244784E+04   0.193650E+02   0.182611E-05  -0.120003E+03
   772   0.245396E+04   0.191020E+02   0.181753E-05  -0.118849E+03
   773   0.245997E+04   0.188414E+02   0.180894E-05  -0.117675E+03
   774   0.246580E+04   0.185834E+02   0.180036E-05  -0.116474E+03
   775   0.247160E+04   0.183279E+02   0.179179E-05  -0.115238E+03
   776   0.247708E+04   0.180757E+02   0.178323E-05  -0.113976E+03
   777   0.248245E+04   0.178260E+02   0.177470E-05  -0.112680E+03
   778   0.248786E+04   0.175796E+02   0.176619E-05  -0.111349E+03
   779   0.249287E+04   0.173364E+02   0.175772E-05  -0.109999E+03
   780   0.249778E+04   0.170950E+02   0.174928E-05  -0.108616E+03
   781   0.250258E+04   0.168591E+02   0.174090E-05  -0.107213E+03
   782   0.250713E+04   0.166256E+02   0.173256E-05  -0.105792E+03
   783   0.251158E+04   0.163962E+02   0.172428E-05  -0.104330E+03
   784   0.251586E+04   0.161707E+02   0.171606E-05  -0.102842E+03
